AT1G05280.1,4475,4038,3654,6,7,3,1,9.37869250682056,7.29179789409615,33.2888119532379,7.11397825814331e-08,2.25646971522604e-07,9.13236755244391,665.683457450501
AT1G05570.1,5560,5400,4784,106,157,117,2,5.37885062672999,9.66538890801169,29.7432410396422,1.36702936135914e-07,3.69388784877896e-07,8.56354115565928,41.6097762876046
AT1G07230.1,3737,3500,3528,74,102,83,3,5.37300309149851,9.12238042590187,35.4145971414152,4.96664913334828e-08,2.03126430746935e-07,9.43090576368509,41.4414647666476
AT1G07795.1,604,686,627,2,0,3,4,8.12487195638351,5.25742347843214,15.7255230388987,5.38049563207515e-06,6.90225197246004e-06,4.89741218348415,279.145203468571
AT1G08810.1,4742,4266,3532,5,4,15,5,9.05012599552093,7.49402652962997,19.8909990719842,1.3979377132144e-06,2.27612935356703e-06,6.31543823137167,530.101934610815
AT1G08830.1,12571,12744,8991,153,167,138,6,6.20398386457736,10.3613402776877,34.1679219141566,6.11524443583945e-08,2.1885188692767e-07,9.25935276375275,73.7199846050223
AT1G12180.1,7573,7211,7259,507,496,565,7,3.81277741634451,10.9365370318944,33.7674752972346,6.54832417578856e-08,2.1885188692767e-07,9.20214618649907,14.0527192255966
AT1G13900.1,4144,4241,4301,69,54,63,8,6.07594479028903,9.00818663863439,46.1299420927798,1.06887065885973e-08,1.01344252465987e-07,10.5781633115707,67.4592694791586
AT1G17430.1,7800,6892,6141,80,138,114,9,5.98685710936188,9.76152226353178,26.0919768248381,2.91882764365919e-07,6.28290018211386e-07,7.86470518880271,63.4196103905264
AT1G20680.1,4145,4888,4036,43,23,87,10,6.58269007486744,8.7926202834323,14.1493730947816,9.82298340875473e-06,1.17690461595458e-05,4.24599533324648,95.848906971426
AT1G21440.1,6121,4781,5383,81,85,82,11,6.01293074939394,9.39275077158601,45.2406920049191,1.19697935983449e-08,1.01344252465987e-07,10.5012029237558,64.576204778148
AT1G23980.1,1401,1449,1312,304,290,264,12,2.2754565649989,9.30019139076915,19.3996092423874,1.61434180998518e-06,2.50026109595266e-06,6.16719382372807,4.84150829081518
AT1G27080.1,5725,6303,6326,49,77,65,13,6.58633904232505,9.28438703049433,34.8824145720426,5.42300866328134e-08,2.08703666738403e-07,9.35885823266605,96.0916417222754
AT1G27730.1,514,280,321,2,5,2,14,6.57296143941422,5.2047765537616,17.9268798683936,2.54098936782729e-06,3.50767010558767e-06,5.69462801480542,95.2047361142564
AT1G28050.1,3080,3262,3358,363,405,385,15,3.06979824157125,10.1234283190029,27.5134201594572,2.14710568503734e-07,5.04967448147671e-07,8.15220831956586,8.39655914246797
AT1G30090.1,2585,2604,2582,198,134,158,16,3.99736099073843,9.34078821966216,23.8111967900673,4.95349498902692e-07,9.53172520615786e-07,7.35604205347025,15.9707592028396
AT1G30530.1,6947,7168,6540,20,18,0,17,9.86832959281368,7.81424644181429,8.23726699138914,0.000200687262547271,0.000208912150356586,0.883510152781177,934.680569571
AT1G32900.1,33196,31005,23479,199,451,373,18,6.48241340882327,11.5781832417708,19.3005835236562,1.66256499038883e-06,2.51363992594501e-06,6.13677260694954,89.4130439976168
AT1G35580.1,9164,10112,10346,1943,1791,1811,19,2.415744275535,12.0597170263374,21.1772307534213,9.74408260870492e-07,1.67229525852098e-06,6.68326584616165,5.3359467732791
AT1G36070.1,2412,2452,2017,62,70,41,20,5.31876990403212,8.49916644061051,23.3841876514455,5.49935502403927e-07,1.02708542360733e-06,7.25363046888187,39.9125321290187
AT1G42470.1,4764,4582,4424,87,51,109,21,5.85018925290876,9.23883830988873,20.5290372496798,1.16556032948095e-06,1.97368215792108e-06,6.5014325937367,57.6875965766128
AT1G43640.1,54215,53980,48046,1465,1428,1368,22,5.19379585044367,13.0693533653843,45.7080315884965,1.12753872798201e-08,1.01344252465987e-07,10.5419907943012,36.6006115812882
