AT1G07690.1,157,189,183,105,132,136,1,0.505321113180049,7.213072214265,3.14049285098592,0.01031556806453,0.0212051258850483,-3.96964432252798,1.4194392579808
AT1G08065.1,252,365,232,395,423,281,2,-0.377982956469658,8.30995133077904,-1.74900590090849,0.110403268146653,0.170623232590281,-6.2791810524681,-1.29952371021399
AT1G09380.1,788,891,946,591,699,668,3,0.421825042433136,9.55975481391748,2.8264305312166,0.0177128119705637,0.0320338088829344,-4.51593522442922,1.33962113492098
AT1G09550.1,1887,2010,1570,1648,1593,1416,4,0.226457413538473,10.7113739202179,1.45928886040272,0.174722097047773,0.243465217197717,-6.68504562474349,1.16995854634905
AT1G14580.1,1446,1665,1741,94,80,120,5,4.04632731733532,8.63268660816438,22.7700293506472,4.76027309018554e-10,8.09246425331541e-09,13.7957264043661,16.5221246671115
AT1G18350.1,926,1103,1100,791,1070,891,6,0.191516484739298,9.92742467061971,1.16749823203953,0.269696765314858,0.347336743208529,-7.04359622469744,1.14196345680621
AT1G20690.1,1708,1849,1887,304,363,327,7,2.45229240305821,9.59881689395145,17.0160819885678,8.54043915572485e-09,7.25937328236612e-08,10.8465179701454,5.47285033151373
AT1G20730.1,8518,9499,7252,78,23,52,8,7.49262620099501,9.28520100165133,21.3285898246516,9.13182798633222e-10,1.29367563139706e-08,13.1402948601707,180.096483406659
AT1G20940.1,247,330,215,1283,1457,1160,9,-2.31252850965242,9.18285466127873,-12.4718175194651,1.7504120443264e-07,8.26583465376354e-07,7.67197434080255,-4.96752941258619
AT1G22015.1,2235,2804,2859,2362,3004,2778,10,-0.0458714495892902,11.3770320447963,-0.278754417816845,0.786028780674163,0.856569825093639,-7.70226996852493,-1.03230654837619
AT1G22420.1,685,779,726,2788,2907,3171,11,-2.01577139826996,10.519621243749,-14.1966454769562,5.01770255493435e-08,2.66565448230887e-07,8.99311386829038,-4.04396748720366
AT1G29080.1,1882,1889,1596,1016,1217,747,12,0.87227985316081,10.3652388737976,4.53515912623535,0.00104190364738033,0.00268369121294933,-1.59138527353523,1.83055339152038
AT1G34170.1,1064,1180,1239,1377,1645,1669,13,-0.426728603567582,10.3928827583787,-2.83645573021075,0.0174088350373948,0.0320338088829344,-4.49856915725113,-1.34418210595856
AT1G34650.1,131,128,72,950,974,884,14,-3.12221588360206,8.30958991968827,-14.058797766319,5.51588160151847e-08,2.75794080075923e-07,8.89335608747291,-8.70724237988671
