"AT1G01530.1",0,0,0,0,0,0
"AT1G02580.1",0,0,0,0,0,0
"AT1G02790.1",1245.5989085888,1241.95284504355,3378.89880966299,950.052392189896,622.851467157847,1101.2125668261
"AT1G02940.1",4717.58326796231,8768.2152163097,10243.2190900754,2002.83609756565,2316.85366734147,2102.23836342872
"AT1G03445.1",0,0,0,0,0,0
"AT1G04020.1",0,0,0,0,0,0
"AT1G04445.1",4248.44037194527,5143.62576933663,5105.9862214117,317.533149847204,302.967256864434,331.710819059237
"AT1G04540.1",4127.47669840777,5166.13001114943,5300.56761566299,2497.8142429157,2903.56437035559,2759.76666212228
"AT1G04635.1",0,0,0,0,0,0
"AT1G05160.1",11288.0357785564,18560.3734351015,18705.379286785,5410.79883416104,6200.83238414924,6850.58612864216
"AT1G05280.1",5282.35285184346,6942.55859924682,5613.03408818332,1775.29897414573,2240.72737691107,1868.18859769657
"AT1G05570.1",8507.50593143099,13885.1171984936,13758.4669059291,7512.12114932636,8932.92036292928,9528.68794444783
"AT1G05820.1",1019.20068176525,1421.98677954589,1376.27278123726,612.142783528968,838.158147163029,843.589443394304
"AT1G06470.1",3232.50897865401,4399.57927440115,4348.96517662382,2376.4045091506,3125.0226697895,3048.54029394289
"AT1G06660.1",673.473425641189,770.77028208818,1014.09573354324,1411.91879196765,1797.04182561468,1849.66667378971
"AT1G07135.1",1698.39536223591,2616.11811073725,2085.00355299927,3147.31386760317,6655.28326944589,3152.09468669488
"AT1G07230.1",28122.4194532306,38492.0991056701,35726.2802262559,24939.0875497641,34156.0979255363,36029.3515270052
"AT1G07690.1",432.363400684696,523.223622147451,622.092340745014,252.158677819838,353.71811715137,408.324231583071
"AT1G07705.1",5188.36080821635,8088.868416586,7761.95123783447,4211.98384062026,5137.37117540936,4968.92704083152
"AT1G07795.1",0,0,0,0,0,0
"AT1G08030.1",8678.32625419678,13359.0805461196,13218.7520897576,8205.76976811023,8615.34300992163,8631.21654059721
"AT1G08050.1",0,0,0,0,0,0
"AT1G08065.1",587.654603199048,1279.92875310264,1303.83737169845,503.468336522438,646.688992444135,724.880749263967
"AT1G08270.1",0,0,0,0,0,0
"AT1G08810.1",5553.70379518432,9267.52808153106,10128.174616102,3066.65705146551,3827.07623709211,4371.17404201919
"AT1G08830.1",29323.0656453021,43222.2094316967,46929.6235682574,21923.3716453329,27446.9879860891,27744.1582012135
"AT1G09360.1",362.073698493989,722.948768235994,870.645216613455,169.803823447703,154.559438146577,136.388712405067
"AT1G09380.1",1905.99518033405,2928.36446588977,3120.40381875981,2807.70622070776,3746.33623209016,4020.09939342096
"AT1G09550.1",6098.04032610305,9782.31261299871,9193.6158028367,273.384155750801,254.523253863268,300.560310670426
"AT1G09880.1",13789.041461156,19453.5105320468,21409.6345762336,3210.99030139606,3155.78076693309,3152.93659232701
"AT1G10010.1",7595.3744471888,9166.25899337349,9138.22401907173,890.6210539832,905.057008450353,1085.21635981563
"AT1G10190.1",0,0,0,0,0,0
"AT1G10370.1",0,0,0,0,0,0
"AT1G10417.1",0,0,0,0,0,0
"AT1G11420.1",808.331575193127,1464.18223294488,1225.72075356837,804.87012314211,1073.45759031155,1202.2412426817
"AT1G11580.1",25376.2171350821,36326.0658311888,31343.2277980844,29950.847398823,29042.5642754133,28836.1098060861
