## Tables for ANOVA
## Cross1: Ler_x_Col
##         Col0 input in column 1, output in column 2
##         Input 1 Ler_x_Col_BR1_CGATGT_L007_PAIR_001.Columns_Col_Ler
##         Input 2 LerxColBR2_S1_L008_PAIR_001.Columns_Col_Ler
##         Input 3 LerxColBR3_S2_L008_PAIR_001.Columns_Col_Ler
## Cross2: Ler_x_met179
##         Col0 input in column 1, output in column 2
##         Input 1 Ler_x_met179_BR1_GCCAAT_L008_PAIR_001.Columns_Col_Ler
##         Input 2 Ler_x_met179_BR2_CAGATC_L008_PAIR_001.Columns_Col_Ler
##         Input 3 Ler_x_met179_BR3_CTTGTA_L008_PAIR_001.Columns_Col_Ler
## Output matrix has 1011 rows.
## Columns are: cross1/replicate1/mat, cross1/replicate1/pat, cross1,replicate2/mat, ...
AT1G01530.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G02580.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G02790.1,59.74,122.02,9.46,144.84,32.70,392.19,20.57,46.60,35.11,78.17,19.64,42.33
AT1G02940.1,291.10,332.46,388.89,378.32,430.46,526.25,384.80,602.31,380.19,510.96,387.76,512.15
AT1G03445.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G04020.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G04445.1,277.31,269.07,224.40,229.41,211.87,267.74,118.31,141.98,130.87,141.42,116.19,115.29
AT1G04540.1,360.74,78.76,300.80,79.56,286.50,144.83,292.60,26.94,313.66,62.25,247.25,35.31
AT1G04635.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G05160.1,801.51,585.53,885.63,675.98,909.11,714.94,554.44,347.66,582.07,384.07,548.54,349.48
AT1G05280.1,510.89,2.38,456.12,3.15,379.78,0.58,619.97,0.73,646.01,1.39,694.72,5.40
AT1G05570.1,815.14,19.17,907.98,14.84,921.42,20.39,648.09,18.57,644.03,15.71,666.26,25.58
AT1G05820.1,91.75,14.10,89.85,7.79,83.28,19.81,96.93,7.28,109.49,11.73,88.36,11.17
AT1G06470.1,304.89,16.96,284.58,10.94,282.36,24.24,346.30,20.57,333.45,24.86,290.57,26.66
AT1G06660.1,47.22,36.13,37.37,26.89,47.99,41.35,107.03,95.74,125.60,113.17,122.23,131.86
AT1G07135.1,154.34,20.60,159.77,25.41,134.16,14.04,267.39,7.46,192.33,15.71,124.48,9.73
AT1G07230.1,2706.73,38.98,2512.05,51.19,2384.57,69.05,2663.26,85.37,2648.20,88.91,2780.24,124.30
AT1G07690.1,30.03,23.77,23.27,22.44,36.74,10.77,34.77,31.49,22.97,31.43,34.32,25.04
AT1G07705.1,436.33,133.27,479.86,106.82,470.86,109.44,382.52,113.76,396.50,112.38,394.15,118.53
AT1G07795.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G08030.1,750.81,180.97,790.12,181.19,804.67,180.80,780.33,188.03,806.03,194.32,771.37,247.34
AT1G08050.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G08065.1,35.18,43.58,50.81,67.13,57.80,60.97,56.15,64.98,72.40,86.92,55.93,75.30
AT1G08270.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G08810.1,536.09,4.60,609.68,2.60,683.59,4.42,463.79,0.36,396.10,0.20,564.75,0.18
AT1G08830.1,2815.68,53.88,2822.04,54.89,3152.99,49.43,2225.50,58.43,2187.06,55.09,2323.04,104.30
AT1G09360.1,23.93,22.34,17.25,60.83,28.66,60.59,80.91,66.07,83.34,83.14,86.92,107.01
AT1G09380.1,135.33,98.88,148.36,89.39,149.35,123.87,268.30,180.93,320.82,190.54,312.91,205.36
AT1G09550.1,429.76,322.79,462.80,364.23,427.10,390.84,114.77,135.42,116.16,83.14,110.52,90.79
AT1G09880.1,859.67,954.12,819.61,925.78,983.35,932.67,484.27,469.44,454.38,354.43,448.56,411.45
AT1G10010.1,495.99,480.62,405.59,397.43,432.58,372.38,302.70,294.88,251.01,231.12,253.73,200.32
AT1G10190.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G10370.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G10417.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G11420.1,74.00,8.72,87.44,18.17,76.17,13.66,75.99,28.94,108.30,50.32,114.84,42.87
AT1G11580.1,2448.20,23.61,2389.47,10.76,2114.43,15.77,2432.64,3.09,2473.67,3.18,2272.87,5.58
AT1G11590.1,483.87,72.89,710.29,106.82,621.17,139.64,458.88,54.24,492.27,55.69,504.40,65.03
AT1G11593.1,715.78,221.53,845.76,272.99,953.16,349.30,697.33,107.94,713.94,180.80,776.69,189.33
AT1G11810.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G11905.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G12180.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G13608.1,0.00,4.44,0.00,4.64,0.00,6.73,0.00,13.11,0.00,6.96,0.00,7.03
AT1G13609.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G13900.1,1594.15,38.03,1709.41,63.05,1697.81,30.77,1614.72,34.77,1643.97,38.19,1540.14,52.06
AT1G14210.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G14230.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G14580.1,138.66,13.94,162.46,10.20,121.27,23.08,330.92,54.79,297.15,77.57,360.56,74.40
AT1G15757.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G15760.1,99.99,4.44,72.51,9.64,75.01,9.62,119.68,12.92,81.25,11.54,55.75,15.13
AT1G15770.1,9.43,0.79,1.76,0.00,2.12,0.00,12.01,0.00,9.15,0.80,7.12,0.72
AT1G16290.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G16400.1,123.84,0.16,141.22,0.00,142.43,0.00,236.81,0.00,136.44,0.00,111.24,0.18
AT1G16410.1,41.68,11.88,30.79,0.00,77.80,0.00,87.28,0.00,37.79,0.00,13.69,0.18
AT1G17250.1,201.88,4.44,222.91,6.12,225.04,0.77,170.19,9.10,205.66,14.72,174.56,12.97
AT1G17310.1,0.95,0.00,0.00,2.04,0.00,0.00,2.00,0.00,1.09,0.00,0.99,1.62
AT1G17430.1,1599.23,23.45,1796.58,16.51,1820.43,22.70,1755.60,62.98,1850.23,95.67,1841.43,120.34
AT1G17770.1,162.74,1059.02,158.28,997.74,148.30,1064.81,139.34,602.13,114.66,617.97,137.00,592.49
AT1G17820.1,1925.74,246.41,1963.67,328.07,2005.47,231.20,1942.91,326.00,1932.17,315.05,2012.11,346.78
AT1G17840.1,32544.21,333.41,32647.61,346.98,30951.58,416.23,32135.03,415.37,29330.99,331.56,27626.61,921.79
AT1G17860.1,471.59,5.39,463.45,5.56,615.69,3.85,375.69,5.28,415.10,5.57,424.60,16.39
AT1G17950.1,69.33,2.06,71.68,0.56,55.59,0.38,121.23,0.36,99.95,0.00,83.50,2.34
AT1G18250.1,116.08,125.35,111.09,132.23,66.65,127.91,102.21,196.77,105.61,146.79,91.51,156.72
AT1G18350.1,98.33,90.64,101.91,87.16,124.83,100.79,112.31,94.65,109.99,115.96,102.05,124.66
AT1G18590.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G19140.1,579.03,38.35,489.97,43.21,521.35,35.97,475.90,27.12,490.38,32.02,448.56,42.69
AT1G19160.1,106.96,11.57,81.04,5.38,91.75,13.08,59.89,3.09,57.68,10.94,47.20,9.37
AT1G19640.1,2057.19,6.66,1676.12,8.35,1782.16,5.00,4465.01,4.55,3293.32,3.58,3276.18,10.81
AT1G20140.1,562.15,224.07,554.69,186.38,518.27,195.61,613.05,318.54,615.78,312.66,583.75,397.22
AT1G20470.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G20500.1,636.71,24.56,607.54,31.53,508.94,38.08,652.46,33.13,684.60,35.01,733.00,46.30
AT1G20680.1,3491.69,10.78,3864.66,7.97,3693.95,13.08,3963.17,13.47,4126.99,9.55,3623.58,11.35
AT1G20690.1,299.50,45.80,311.38,56.56,311.31,61.17,355.49,72.08,377.50,77.17,341.82,86.29
AT1G20730.1,1547.88,9.98,1583.49,5.38,1301.97,7.50,1511.69,0.55,1533.29,2.98,1524.28,6.12
AT1G20880.1,600.42,26.62,615.24,21.88,585.49,28.66,460.15,21.48,504.40,26.06,605.10,34.41
AT1G20910.1,114.25,112.51,122.68,117.58,105.40,94.06,98.47,75.36,107.40,67.62,101.87,75.84
AT1G20940.1,28.37,170.67,30.23,184.90,41.64,176.76,48.87,299.06,59.27,277.06,50.53,247.70
AT1G21440.1,1872.10,17.59,1682.15,13.91,1872.65,15.58,1620.27,5.82,1294.51,12.53,1286.58,32.79
AT1G21670.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G21790.1,149.27,15.05,122.40,18.92,133.97,8.85,127.60,14.02,138.83,23.47,127.90,27.38
AT1G22015.1,257.58,315.03,311.75,335.11,344.01,388.15,265.75,292.87,259.46,298.94,266.52,343.53
AT1G22040.1,387.13,19.97,384.17,17.80,415.75,9.42,336.20,19.29,383.07,26.65,340.56,17.11
AT1G22180.1,135.72,10.14,156.62,10.94,191.00,18.66,160.63,14.38,164.09,13.33,167.80,15.67
AT1G22420.1,122.26,411.53,108.58,328.99,99.25,394.69,183.93,525.86,186.07,567.25,229.23,650.68
AT1G22460.1,59.82,36.29,51.37,47.11,37.51,41.93,44.23,60.98,50.72,28.44,52.15,42.33
AT1G22590.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G23320.1,4.99,32.64,7.51,20.40,11.83,16.93,9.47,13.29,7.66,8.15,2.79,9.19
AT1G23360.1,118.53,12.04,108.86,4.64,123.29,10.00,83.18,5.10,89.50,8.35,65.21,10.63
AT1G23980.1,94.52,6.66,101.63,12.24,118.29,8.66,120.41,14.38,112.58,11.34,79.80,13.15
AT1G24030.1,289.67,6.34,304.33,3.52,315.73,2.12,384.43,8.37,410.92,11.34,377.85,15.13
AT1G26797.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G26799.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G27000.1,803.42,47.54,822.95,74.00,800.24,47.70,728.54,61.71,788.72,69.02,813.62,49.72
AT1G27080.1,2764.02,30.11,2629.07,22.81,2650.49,24.81,2376.30,29.49,2460.34,34.41,2445.54,35.31
AT1G27130.1,1351.86,11.88,1341.75,7.42,1326.88,9.62,1228.01,8.92,1428.87,8.15,1213.36,10.27
AT1G27560.1,2886.99,2747.46,2980.79,2862.47,3094.42,3162.89,2751.54,2683.74,3041.22,3003.33,2937.24,2759.08
AT1G27600.1,877.58,44.37,894.81,53.97,943.54,49.62,753.66,66.98,889.16,87.12,863.34,137.81
AT1G27730.1,43.34,3.80,28.84,0.19,26.25,5.19,62.62,0.00,38.29,0.40,44.95,1.80
AT1G28050.1,279.21,21.71,247.39,14.28,284.57,10.00,199.68,19.29,239.67,12.13,342.18,12.43
AT1G28450.1,106.57,163.38,96.90,130.19,99.15,134.64,35.95,85.91,43.76,113.37,33.78,99.98
AT1G28460.1,46.35,30.43,31.06,25.96,35.20,27.70,26.30,25.48,29.93,25.46,43.95,25.40
AT1G29080.1,262.50,149.43,277.44,166.17,270.72,182.34,281.13,137.24,299.74,174.83,295.80,153.66
AT1G29730.1,28.92,11.41,19.47,9.83,13.66,10.19,16.47,17.11,10.24,23.27,18.82,15.13
AT1G29960.1,161.16,6.02,151.24,5.19,196.67,5.00,155.72,9.83,171.85,14.12,144.93,11.89
AT1G30090.1,425.08,16.64,469.20,19.84,497.21,18.66,465.34,20.20,491.97,30.43,543.22,34.41
AT1G30530.1,20595.02,94.29,18383.40,77.15,17821.17,72.51,19480.11,55.88,18041.06,50.12,15405.59,201.22
AT1G31140.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G31290.1,6360.77,42.63,6052.54,37.65,5081.90,27.12,6126.05,37.13,6227.33,29.44,6184.41,47.20
AT1G31630.1,3.57,3.80,2.13,9.09,5.39,1.73,12.01,78.63,5.97,79.96,8.56,98.00
AT1G31640.1,0.08,2.85,1.95,0.56,0.00,19.62,1.55,126.87,1.49,109.39,2.43,98.18
AT1G32120.1,1217.01,237.06,1230.85,283.37,1257.92,279.09,1093.68,126.14,1054.45,154.34,1057.35,171.50
AT1G32375.1,3.80,4.12,5.38,2.60,0.77,1.15,4.19,0.91,4.57,3.98,1.26,3.60
AT1G32583.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G32900.1,1038.26,3.64,989.30,6.86,867.85,3.65,1204.26,28.03,1013.28,32.42,816.14,20.36
AT1G34060.1,200.14,32.01,191.76,22.81,191.19,47.51,245.46,40.77,253.59,48.33,242.29,49.72
AT1G34170.1,130.34,156.72,146.69,156.89,167.05,165.61,89.92,193.13,103.43,176.02,106.64,149.70
AT1G34180.1,337.61,66.24,294.68,59.34,305.25,66.74,259.84,48.05,315.65,55.89,276.25,66.83
AT1G34390.1,182.55,94.13,201.40,110.53,242.74,105.98,305.71,146.89,297.85,143.01,320.66,190.41
AT1G34410.1,156.01,4.44,186.84,4.82,226.20,12.31,225.62,24.03,247.92,24.46,238.87,27.20
AT1G34650.1,19.02,311.07,26.52,364.60,17.31,329.87,20.48,151.44,7.06,108.40,12.97,94.40
AT1G34720.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G35183.1,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00
AT1G35240.1,43.66,15.37,41.63,40.80,51.64,39.62,84.46,67.17,95.07,55.69,88.99,71.70
AT1G35520.1,138.82,12.52,123.14,9.83,181.19,9.04,307.16,28.94,332.85,43.56,364.88,32.43
AT1G35580.1,2152.74,84.62,2211.34,95.88,2318.60,79.63,1890.30,91.19,2040.77,99.45,1952.57,104.84
AT1G35630.1,0.48,0.00,0.00,0.00,1.44,0.00,0.64,0.00,0.00,1.79,0.81,0.00
AT1G35660.1,1017.03,151.33,1154.07,134.45,1052.50,157.53,1050.91,203.86,1083.49,238.87,988.63,224.10
AT1G36070.1,543.85,22.34,537.91,18.55,570.68,28.08,469.71,27.30,522.20,24.07,548.63,23.06
AT1G42470.1,1051.33,25.20,1215.64,29.86,1148.10,30.97,1146.10,23.84,1140.67,15.71,1200.93,26.48
AT1G43020.1,44.77,0.16,57.30,0.00,65.88,0.19,52.60,0.00,51.32,0.00,41.16,0.00
AT1G43640.1,131.21,5.86,134.73,3.71,143.10,5.77,146.07,4.19,134.65,2.19,138.08,30.98
AT1G43770.1,247.52,19.49,266.03,8.72,291.02,21.35,293.87,22.93,257.27,42.96,237.61,17.11
AT1G43800.1,3363.33,22.19,5497.75,50.81,3645.48,25.39,1257.14,9.65,3268.66,33.81,1747.03,11.89
AT1G44090.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G44130.1,672.05,766.34,679.13,860.32,613.77,812.07,316.08,482.72,297.65,376.31,311.38,414.87
AT1G44750.1,682.11,23.61,750.16,28.00,668.78,12.89,681.04,35.86,677.64,23.87,618.52,35.13
AT1G44760.1,947.06,16.32,850.86,13.72,1018.46,5.19,938.51,71.17,945.35,55.89,884.14,67.73
AT1G45191.1,820.37,0.79,996.81,1.30,987.49,0.38,714.26,2.55,727.66,2.98,700.76,25.40
AT1G45248.1,35.97,14.58,47.29,27.08,55.78,26.35,33.67,12.92,37.89,20.88,35.49,13.51
AT1G46408.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G47490.1,82.88,115.05,74.37,152.63,61.93,144.07,81.45,175.11,89.90,162.30,58.19,162.31
AT1G47760.1,75.51,26.78,79.65,27.45,78.57,20.20,85.28,29.49,69.02,38.78,78.63,36.39
AT1G48150.1,5.15,3.80,2.87,6.49,3.46,4.42,11.74,7.83,11.44,5.17,8.29,5.40
AT1G48390.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G48410.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G48910.1,14.34,216.46,14.19,232.74,18.95,193.69,10.56,91.74,8.85,72.00,4.41,70.44
AT1G49290.1,6.66,485.69,2.69,431.18,1.25,581.84,1.82,197.86,1.29,143.01,1.17,157.99
AT1G49490.1,131.37,171.30,69.27,206.04,102.13,218.50,82.64,59.89,79.66,100.04,63.50,57.83
AT1G49600.1,440.21,142.62,453.25,136.12,505.48,131.95,354.12,201.32,402.17,228.73,327.41,235.09
AT1G49640.1,675.30,37.56,610.42,33.75,615.02,15.58,509.57,28.03,455.77,41.37,403.70,29.18
AT1G49860.1,1576.80,1.43,1652.94,3.15,1586.83,1.54,1737.31,0.91,1697.38,1.19,1415.93,2.16
AT1G51000.1,217.41,0.16,215.87,0.00,273.32,0.00,238.36,0.00,273.98,0.00,225.36,0.00
AT1G51010.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G51300.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G51355.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G51840.1,0.32,0.32,1.39,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.09,0.00
AT1G52460.1,22.98,0.00,28.75,0.00,17.70,0.00,14.47,0.00,16.71,0.00,19.64,0.00
AT1G53520.1,222.33,112.83,191.85,100.52,265.63,126.56,256.20,175.47,304.21,181.19,295.98,185.37
AT1G54170.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G54280.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
