## Tables for ANOVA
## Cross1: Ler_x_Col
##         Col0 input in column 1, output in column 2
##         Input 1 Ler_x_Col_BR1_CGATGT_L007_PAIR_001.Columns_Col_Ler
##         Input 2 LerxColBR2_S1_L008_PAIR_001.Columns_Col_Ler
##         Input 3 LerxColBR3_S2_L008_PAIR_001.Columns_Col_Ler
## Cross2: Ler_x_mea9
##         Col0 input in column 1, output in column 2
##         Input 1 Ler_x_mea9_BR1_GTCCGC_L002_PAIR_001.Columns_Col_Ler
##         Input 2 Ler_x_mea9_BR2_GTGAAA_L002_PAIR_001.Columns_Col_Ler
##         Input 3 Ler_x_mea9_BR3_ACAGTG_L003_PAIR_001.Columns_Col_Ler
## Output matrix has 1011 rows.
## Columns are: cross1/replicate1/mat, cross1/replicate1/pat, cross1,replicate2/mat, ...
AT1G01530.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G02580.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G02790.1,59.74,122.02,9.46,144.84,32.70,392.19,19.96,54.16,18.77,43.50,13.05,94.91
AT1G02940.1,291.10,332.46,388.89,378.32,430.46,526.25,353.56,448.66,375.76,474.75,394.26,467.30
AT1G03445.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G04020.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G04445.1,277.31,269.07,224.40,229.41,211.87,267.74,230.36,192.63,242.85,215.06,204.98,194.93
AT1G04540.1,360.74,78.76,300.80,79.56,286.50,144.83,271.49,37.35,235.36,25.45,213.27,38.81
AT1G04635.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G05160.1,801.51,585.53,885.63,675.98,909.11,714.94,732.60,479.85,750.87,503.75,784.12,475.41
AT1G05280.1,510.89,2.38,456.12,3.15,379.78,0.58,456.55,0.13,460.81,0.48,448.69,1.76
AT1G05570.1,815.14,19.17,907.98,14.84,921.42,20.39,804.34,20.15,802.98,15.63,783.32,23.29
AT1G05820.1,91.75,14.10,89.85,7.79,83.28,19.81,90.60,5.26,90.62,9.67,89.26,12.17
AT1G06470.1,304.89,16.96,284.58,10.94,282.36,24.24,423.44,16.43,340.48,16.92,391.00,21.34
AT1G06660.1,47.22,36.13,37.37,26.89,47.99,41.35,37.02,38.76,37.13,27.71,38.72,33.69
AT1G07135.1,154.34,20.60,159.77,25.41,134.16,14.04,118.90,6.80,75.96,11.12,157.18,10.23
AT1G07230.1,2706.73,38.98,2512.05,51.19,2384.57,69.05,3129.84,59.80,3069.04,58.80,2903.97,59.98
AT1G07690.1,30.03,23.77,23.27,22.44,36.74,10.77,28.17,21.69,35.68,18.85,29.81,24.70
AT1G07705.1,436.33,133.27,479.86,106.82,470.86,109.44,486.13,112.42,444.30,130.00,501.69,122.60
AT1G07795.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G08030.1,750.81,180.97,790.12,181.19,804.67,180.80,863.31,182.62,856.22,178.82,856.97,185.22
AT1G08050.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G08065.1,35.18,43.58,50.81,67.13,57.80,60.97,47.48,49.41,52.84,50.10,45.42,46.22
AT1G08270.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G08810.1,536.09,4.60,609.68,2.60,683.59,4.42,507.31,1.03,559.16,2.26,526.13,1.76
AT1G08830.1,2815.68,53.88,2822.04,54.89,3152.99,49.43,3588.52,64.94,3395.10,63.96,3227.15,42.34
AT1G09360.1,23.93,22.34,17.25,60.83,28.66,60.59,69.88,67.89,59.28,70.40,50.98,68.62
AT1G09380.1,135.33,98.88,148.36,89.39,149.35,123.87,184.74,89.83,156.75,78.61,166.88,102.67
AT1G09550.1,429.76,322.79,462.80,364.23,427.10,390.84,248.33,231.65,305.12,289.33,269.11,214.51
AT1G09880.1,859.67,954.12,819.61,925.78,983.35,932.67,771.62,631.15,831.34,700.44,817.28,737.90
AT1G10010.1,495.99,480.62,405.59,397.43,432.58,372.38,391.36,442.37,394.20,418.37,395.76,379.98
AT1G10190.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G10370.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G10417.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G11420.1,74.00,8.72,87.44,18.17,76.17,13.66,93.62,12.83,93.52,21.26,83.35,20.11
AT1G11580.1,2448.20,23.61,2389.47,10.76,2114.43,15.77,1892.43,5.26,2140.16,9.34,2137.41,13.76
AT1G11590.1,483.87,72.89,710.29,106.82,621.17,139.64,453.86,82.39,472.74,79.26,607.27,76.21
AT1G11593.1,715.78,221.53,845.76,272.99,953.16,349.30,1126.66,188.27,1260.41,277.57,1236.24,238.50
AT1G11810.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G11905.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G12180.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G13608.1,0.00,4.44,0.00,4.64,0.00,6.73,0.00,7.57,0.00,5.16,0.00,11.29
AT1G13609.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G13900.1,1594.15,38.03,1709.41,63.05,1697.81,30.77,1675.68,22.84,1552.48,25.45,1622.75,32.99
AT1G14210.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G14230.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G14580.1,138.66,13.94,162.46,10.20,121.27,23.08,264.11,14.89,216.92,18.69,210.54,18.52
AT1G15757.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G15760.1,99.99,4.44,72.51,9.64,75.01,9.62,80.21,9.75,70.40,9.99,65.62,6.53
AT1G15770.1,9.43,0.79,1.76,0.00,2.12,0.00,8.47,0.00,9.50,0.00,11.38,0.00
AT1G16290.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G16400.1,123.84,0.16,141.22,0.00,142.43,0.00,39.78,0.13,26.74,0.00,24.78,0.00
AT1G16410.1,41.68,11.88,30.79,0.00,77.80,0.00,6.99,0.13,2.09,0.16,5.56,0.00
AT1G17250.1,201.88,4.44,222.91,6.12,225.04,0.77,183.39,8.73,194.68,9.02,167.23,7.23
AT1G17310.1,0.95,0.00,0.00,2.04,0.00,0.00,2.37,0.00,2.66,0.00,0.88,0.00
AT1G17430.1,1599.23,23.45,1796.58,16.51,1820.43,22.70,1706.48,28.75,1866.30,19.81,1853.48,26.99
AT1G17770.1,162.74,1059.02,158.28,997.74,148.30,1064.81,212.33,824.81,201.61,832.22,168.64,835.81
AT1G17820.1,1925.74,246.41,1963.67,328.07,2005.47,231.20,1860.09,275.15,1919.70,260.98,1895.47,227.91
AT1G17840.1,32544.21,333.41,32647.61,346.98,30951.58,416.23,30966.76,320.97,30082.32,325.57,30762.41,358.81
AT1G17860.1,471.59,5.39,463.45,5.56,615.69,3.85,367.68,4.88,453.08,1.61,423.46,7.41
AT1G17950.1,69.33,2.06,71.68,0.56,55.59,0.38,247.30,0.77,145.39,1.13,133.01,0.35
AT1G18250.1,116.08,125.35,111.09,132.23,66.65,127.91,76.49,146.94,82.00,135.00,78.24,123.84
AT1G18350.1,98.33,90.64,101.91,87.16,124.83,100.79,166.71,160.68,155.22,147.72,140.07,131.60
AT1G18590.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G19140.1,579.03,38.35,489.97,43.21,521.35,35.97,524.44,22.59,513.98,31.25,451.86,24.87
AT1G19160.1,106.96,11.57,81.04,5.38,91.75,13.08,63.72,2.05,83.45,1.29,75.85,1.76
AT1G19640.1,2057.19,6.66,1676.12,8.35,1782.16,5.00,4269.53,7.06,3978.18,9.18,3632.70,5.29
AT1G20140.1,562.15,224.07,554.69,186.38,518.27,195.61,565.00,196.87,532.18,256.30,579.22,209.04
AT1G20470.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G20500.1,636.71,24.56,607.54,31.53,508.94,38.08,535.61,36.32,585.99,35.92,633.20,28.58
AT1G20680.1,3491.69,10.78,3864.66,7.97,3693.95,13.08,3999.06,6.03,4174.16,13.05,4115.43,7.41
AT1G20690.1,299.50,45.80,311.38,56.56,311.31,61.17,315.26,49.41,328.88,46.72,299.09,51.16
AT1G20730.1,1547.88,9.98,1583.49,5.38,1301.97,7.50,1452.89,3.85,1403.95,4.03,1452.60,3.88
AT1G20880.1,600.42,26.62,615.24,21.88,585.49,28.66,623.77,32.08,633.03,24.00,619.27,31.75
AT1G20910.1,114.25,112.51,122.68,117.58,105.40,94.06,131.74,89.58,130.81,129.52,119.87,96.67
AT1G20940.1,28.37,170.67,30.23,184.90,41.64,176.76,36.51,209.32,29.64,210.55,38.28,202.87
AT1G21440.1,1872.10,17.59,1682.15,13.91,1872.65,15.58,1151.43,10.40,1146.44,9.67,1024.73,15.52
AT1G21670.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G21790.1,149.27,15.05,122.40,18.92,133.97,8.85,173.77,13.86,166.09,21.26,155.41,13.76
AT1G22015.1,257.58,315.03,311.75,335.11,344.01,388.15,347.66,367.17,359.08,399.84,378.12,381.92
AT1G22040.1,387.13,19.97,384.17,17.80,415.75,9.42,442.82,20.28,377.53,29.96,360.22,23.46
AT1G22180.1,135.72,10.14,156.62,10.94,191.00,18.66,156.38,17.45,154.49,15.79,198.10,13.58
AT1G22420.1,122.26,411.53,108.58,328.99,99.25,394.69,145.60,407.59,130.97,430.93,104.34,380.33
AT1G22460.1,59.82,36.29,51.37,47.11,37.51,41.93,40.55,30.93,47.20,31.74,37.75,28.93
AT1G22590.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G23320.1,4.99,32.64,7.51,20.40,11.83,16.93,10.65,9.11,9.50,22.55,11.11,22.76
AT1G23360.1,118.53,12.04,108.86,4.64,123.29,10.00,128.46,12.83,103.26,14.98,112.28,12.88
AT1G23980.1,94.52,6.66,101.63,12.24,118.29,8.66,99.65,9.24,87.48,12.40,118.37,9.17
AT1G24030.1,289.67,6.34,304.33,3.52,315.73,2.12,470.99,7.57,390.58,6.28,415.26,7.76
AT1G26797.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G26799.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G27000.1,803.42,47.54,822.95,74.00,800.24,47.70,874.03,56.34,879.99,75.23,860.50,55.57
AT1G27080.1,2764.02,30.11,2629.07,22.81,2650.49,24.81,2276.09,18.99,2245.68,19.01,2210.61,17.11
AT1G27130.1,1351.86,11.88,1341.75,7.42,1326.88,9.62,1232.79,8.98,1197.51,8.70,1362.46,9.53
AT1G27560.1,2886.99,2747.46,2980.79,2862.47,3094.42,3162.89,3073.89,3160.00,3049.30,3051.00,3208.01,3385.56
AT1G27600.1,877.58,44.37,894.81,53.97,943.54,49.62,761.80,45.17,796.78,48.17,781.30,63.33
AT1G27730.1,43.34,3.80,28.84,0.19,26.25,5.19,55.76,0.00,32.22,0.00,52.57,1.23
AT1G28050.1,279.21,21.71,247.39,14.28,284.57,10.00,736.13,19.76,739.43,13.37,707.29,21.34
AT1G28450.1,106.57,163.38,96.90,130.19,99.15,134.64,81.24,96.12,85.62,110.67,81.85,137.42
AT1G28460.1,46.35,30.43,31.06,25.96,35.20,27.70,59.93,14.89,58.96,21.43,57.95,19.40
AT1G29080.1,262.50,149.43,277.44,166.17,270.72,182.34,245.57,121.79,262.91,148.85,228.09,99.14
AT1G29730.1,28.92,11.41,19.47,9.83,13.66,10.19,25.60,18.87,18.12,9.02,18.96,11.29
AT1G29960.1,161.16,6.02,151.24,5.19,196.67,5.00,180.50,7.19,186.23,12.57,180.29,9.53
AT1G30090.1,425.08,16.64,469.20,19.84,497.21,18.66,468.62,19.38,488.76,13.05,458.21,22.23
AT1G30530.1,20595.02,94.29,18383.40,77.15,17821.17,72.51,15390.50,46.97,15030.73,52.52,13962.87,59.10
AT1G31140.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G31290.1,6360.77,42.63,6052.54,37.65,5081.90,27.12,5665.05,40.04,5612.90,36.25,5734.83,33.52
AT1G31630.1,3.57,3.80,2.13,9.09,5.39,1.73,8.41,7.96,7.17,9.02,6.17,7.76
AT1G31640.1,0.08,2.85,1.95,0.56,0.00,19.62,1.48,7.19,2.34,9.02,1.06,4.94
AT1G32120.1,1217.01,237.06,1230.85,283.37,1257.92,279.09,922.54,125.64,998.23,132.58,948.26,139.36
AT1G32375.1,3.80,4.12,5.38,2.60,0.77,1.15,6.29,1.03,5.24,2.26,4.59,2.82
AT1G32583.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G32900.1,1038.26,3.64,989.30,6.86,867.85,3.65,891.48,5.01,868.23,8.22,765.68,4.59
AT1G34060.1,200.14,32.01,191.76,22.81,191.19,47.51,217.98,43.76,230.61,40.76,238.23,27.52
AT1G34170.1,130.34,156.72,146.69,156.89,167.05,165.61,190.90,210.73,194.85,196.05,215.83,192.28
AT1G34180.1,337.61,66.24,294.68,59.34,305.25,66.74,271.94,69.81,318.00,69.11,347.87,84.50
AT1G34390.1,182.55,94.13,201.40,110.53,242.74,105.98,419.34,237.29,392.99,233.91,471.62,238.15
AT1G34410.1,156.01,4.44,186.84,4.82,226.20,12.31,342.66,10.91,338.14,16.27,403.97,10.58
AT1G34650.1,19.02,311.07,26.52,364.60,17.31,329.87,21.37,244.86,21.59,261.46,24.52,258.43
AT1G34720.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G35183.1,0.16,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00
AT1G35240.1,43.66,15.37,41.63,40.80,51.64,39.62,117.36,51.33,108.10,50.91,149.15,48.16
AT1G35520.1,138.82,12.52,123.14,9.83,181.19,9.04,427.68,28.36,395.73,21.43,417.11,26.28
AT1G35580.1,2152.74,84.62,2211.34,95.88,2318.60,79.63,1824.61,53.64,1740.40,73.46,1648.50,58.74
AT1G35630.1,0.48,0.00,0.00,0.00,1.44,0.00,1.60,0.00,0.72,0.00,1.32,0.18
AT1G35660.1,1017.03,151.33,1154.07,134.45,1052.50,157.53,997.81,137.32,1002.90,134.84,1092.30,133.01
AT1G36070.1,543.85,22.34,537.91,18.55,570.68,28.08,515.07,22.33,499.64,19.81,543.06,28.40
AT1G42470.1,1051.33,25.20,1215.64,29.86,1148.10,30.97,1220.53,14.63,1166.17,17.56,1298.87,14.11
AT1G43020.1,44.77,0.16,57.30,0.00,65.88,0.19,49.09,0.13,39.95,0.00,59.54,0.18
AT1G43640.1,131.21,5.86,134.73,3.71,143.10,5.77,161.51,3.47,143.46,4.19,166.79,5.64
AT1G43770.1,247.52,19.49,266.03,8.72,291.02,21.35,328.15,24.26,338.95,15.47,333.40,21.17
AT1G43800.1,3363.33,22.19,5497.75,50.81,3645.48,25.39,2517.04,16.81,3111.97,18.36,5067.05,26.99
AT1G44090.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G44130.1,672.05,766.34,679.13,860.32,613.77,812.07,554.15,680.56,687.15,764.56,646.52,732.78
AT1G44750.1,682.11,23.61,750.16,28.00,668.78,12.89,675.17,33.75,664.68,27.06,673.16,21.34
AT1G44760.1,947.06,16.32,850.86,13.72,1018.46,5.19,781.63,10.65,809.59,12.24,760.92,18.17
AT1G45191.1,820.37,0.79,996.81,1.30,987.49,0.38,682.55,1.03,748.69,0.81,802.38,0.71
AT1G45248.1,35.97,14.58,47.29,27.08,55.78,26.35,38.18,16.68,39.15,12.57,42.07,15.70
AT1G46408.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G47490.1,82.88,115.05,74.37,152.63,61.93,144.07,83.42,128.34,69.03,142.89,66.42,162.29
AT1G47760.1,75.51,26.78,79.65,27.45,78.57,20.20,107.29,32.34,101.57,27.55,89.44,37.93
AT1G48150.1,5.15,3.80,2.87,6.49,3.46,4.42,3.79,5.65,3.87,3.54,3.62,2.12
AT1G48390.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G48410.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G48910.1,14.34,216.46,14.19,232.74,18.95,193.69,7.25,154.52,10.47,140.96,6.79,113.25
AT1G49290.1,6.66,485.69,2.69,431.18,1.25,581.84,3.85,318.66,5.32,311.24,2.29,349.63
AT1G49490.1,131.37,171.30,69.27,206.04,102.13,218.50,64.94,77.64,81.51,67.66,64.03,92.26
AT1G49600.1,440.21,142.62,453.25,136.12,505.48,131.95,301.65,149.77,310.92,159.48,298.21,153.65
AT1G49640.1,675.30,37.56,610.42,33.75,615.02,15.58,603.43,36.06,556.34,37.21,467.91,31.58
AT1G49860.1,1576.80,1.43,1652.94,3.15,1586.83,1.54,1359.07,1.67,1380.83,0.97,1561.18,3.88
AT1G51000.1,217.41,0.16,215.87,0.00,273.32,0.00,214.58,0.00,256.46,0.48,283.04,0.00
AT1G51010.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G51300.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G51355.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G51840.1,0.32,0.32,1.39,0.00,0.48,0.00,0.00,0.00,0.89,0.81,0.18,0.00
AT1G52460.1,22.98,0.00,28.75,0.00,17.70,0.00,18.87,0.00,15.71,0.00,22.58,0.00
AT1G53520.1,222.33,112.83,191.85,100.52,265.63,126.56,228.37,107.67,206.44,86.83,212.74,97.55
AT1G54170.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AT1G54280.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
